iter	Logloss
424	0.1676542986
425	0.1675570614
426	0.167325874
427	0.1672236305
428	0.1670999861
429	0.166978745
430	0.1668315942
431	0.1666773048
432	0.1664873141
433	0.1663043473
434	0.1661996152
435	0.166133718
436	0.1659916879
437	0.1658860429
438	0.165826907
439	0.1656720095
440	0.1654216914
441	0.1652871907
442	0.1651484472
443	0.1650190145
444	0.1649142471
445	0.1648015425
446	0.1646555688
447	0.1645077166
448	0.1643205295
449	0.1642000529
450	0.1641185357
451	0.163943119
452	0.1638317992
453	0.1637338883
454	0.1636315687
455	0.1634746135
456	0.1632681142
457	0.1630877525
458	0.1628687135
459	0.162686847
460	0.1625635687
461	0.162397065
462	0.1621559781
463	0.1620822914
464	0.1619797773
465	0.1618753793
466	0.1617615638
467	0.1616141636
468	0.1615378468
469	0.1613582823
470	0.1613203707
471	0.1612044812
472	0.161112661
473	0.1610316481
474	0.160891317
475	0.1608164516
476	0.1606572235
477	0.1605462744
478	0.1603693159
479	0.1602844779
480	0.1601411995
481	0.1600674124
482	0.1599771445
483	0.15986528
484	0.1597723923
485	0.1596002326
486	0.1595258353
487	0.1594427688
488	0.1592589943
489	0.1591035706
490	0.1589882676
491	0.1589352875
492	0.1587530877
493	0.1586211757
494	0.1585143237
495	0.1584150042
496	0.1582639446
497	0.1581452467
498	0.1580267207
499	0.1579198895
500	0.1577008058
501	0.1575801399
502	0.1574135626
503	0.1573470519
504	0.1572489879
505	0.1571559814
506	0.1569601896
507	0.1568620274
508	0.1567791211
509	0.1567131661
510	0.1565924884
511	0.1564620279
512	0.1563012802
513	0.156192932
514	0.1559528693
515	0.1558129691
516	0.1556398818
517	0.1555673704
518	0.1553803872
519	0.1552318392
520	0.1551181791
521	0.1549962066
522	0.154777425
523	0.1546808591
524	0.1545253144
525	0.1544034181
526	0.1543130857
527	0.154140811
528	0.1540084235
529	0.1538990356
530	0.153845852
531	0.1537434977
532	0.1536799164
533	0.1535953936
534	0.153339833
535	0.1532338529
536	0.1531089073
537	0.1530370132
538	0.1528749002
539	0.1527946659
540	0.1526911506
541	0.1525682547
542	0.1524298222
543	0.1523330538
544	0.1521794869
545	0.1520632638
546	0.151950532
547	0.1518651267
548	0.1517629669
549	0.1516847028
550	0.1515542604
551	0.1514562963
552	0.1513226139
553	0.1511690746
554	0.1510119337
555	0.1509530812
556	0.1508382359
557	0.1506869856
558	0.1506508906
559	0.1505590613
560	0.1504695343
561	0.1503683466
562	0.1502624705
563	0.1501455978
564	0.1500470546
565	0.1499040072
566	0.1498635606
567	0.1497560526
568	0.1496507294
569	0.1495572617
570	0.1494644163
571	0.1493961819
572	0.1492710065
573	0.1491865381
574	0.149082276
575	0.1490097185
576	0.1488487319
577	0.148740177
578	0.148619674
579	0.1485068572
580	0.148485913
581	0.1483604289
582	0.148194209
583	0.1481324313
584	0.147996074
585	0.1479469271
586	0.1478315668
587	0.1477535588
588	0.1476983954
589	0.1476264819
590	0.1474644333
591	0.1473386639
592	0.1471917973
593	0.1471077445
594	0.1469932175
595	0.1468166506
596	0.1466882095
597	0.1465586979
598	0.146424672
599	0.1463033832
600	0.1462364492
601	0.1460753302
602	0.1459434785
603	0.1458524344
604	0.1456621804
605	0.14561025
606	0.1455399084
607	0.1454469916
608	0.1453646447
609	0.1452896355
610	0.1451731612
611	0.1450376671
612	0.1449445666
613	0.144889914
614	0.1448059317
615	0.1447399631
616	0.1445995701
617	0.1444756515
618	0.1444435336
619	0.1443717088
620	0.1442805508
621	0.1441309328
622	0.1440442806
623	0.1439866273
624	0.1438453694
625	0.1436829318
626	0.1436262801
627	0.1435119399
628	0.143414939
629	0.1432637072
630	0.1432000731
631	0.1431102375
632	0.1429847006
633	0.1429161917
634	0.1428264455
635	0.1427403419
636	0.1426243637
637	0.1424885486
638	0.1424369354
639	0.1423639188
640	0.142259404
641	0.1421666709
642	0.1420406041
643	0.1419031835
644	0.1418566237
645	0.1417308466
646	0.1416469467
647	0.1414888126
648	0.1414349617
649	0.1412985023
650	0.1412255015
651	0.1411295996
652	0.1410540609
653	0.1410382842
654	0.1409714798
655	0.140862974
656	0.1407429496
657	0.1406014075
658	0.1405619573
659	0.1404600674
660	0.1403930159
661	0.1402942929
662	0.1402261329
663	0.1400836425
664	0.1399698222
665	0.1398961046
666	0.1398326306
667	0.1397351673
668	0.1396296586
669	0.1395587171
670	0.139432779
671	0.1393154595
672	0.1392018553
673	0.1391018661
674	0.1390120839
675	0.138919728
676	0.1388474831
677	0.1387608759
678	0.1386534881
679	0.1385946346
680	0.1385381066
681	0.1384598916
682	0.1383691522
683	0.1382937703
684	0.1381564649
685	0.1380598541
686	0.1379416452
687	0.1378780735
688	0.1377438612
689	0.1375656964
690	0.1375216298
691	0.1374150881
692	0.1373775534
693	0.1372693837
694	0.1371955473
695	0.1371128962
696	0.1370012166
697	0.1369085227
698	0.1368657205
699	0.1367724286
700	0.1367160528
701	0.1365421416
702	0.1364270634
703	0.1363525097
704	0.1362423585
705	0.136153643
706	0.1360977335
707	0.1359260094
708	0.135853181
709	0.1357690634
710	0.135737208
711	0.1356578779
712	0.1355623916
713	0.1354638411
714	0.135380275
715	0.135304782
716	0.1351902424
717	0.1350993211
718	0.1350344029
719	0.1349506485
720	0.1348535954
721	0.134763587
722	0.1346757044
723	0.1345414997
724	0.1344680445
725	0.1344030992
726	0.1343588781
727	0.1342779422
728	0.1342171259
729	0.1341585652
730	0.1340473294
731	0.1339865159
732	0.1339139994
733	0.133833337
734	0.1337721543
735	0.1336779464
736	0.1335606704
737	0.1334910413
738	0.1334174563
739	0.1333090536
740	0.1332359831
741	0.133103447
742	0.1330167629
743	0.1329553599
744	0.1329129438
745	0.1328148986
746	0.1327019407
747	0.1326205572
748	0.1324577812
749	0.1323923142
750	0.1322789322
751	0.1321958839
752	0.1320752902
753	0.1319924263
754	0.1319365719
755	0.1319138688
756	0.1318450723
757	0.1318195566
758	0.131726271
759	0.1316754335
760	0.1316286613
761	0.1315692988
762	0.1315157025
763	0.1314142624
764	0.1313070247
765	0.1312522352
766	0.1312072303
767	0.1310367667
768	0.1309526234
769	0.1308050811
770	0.1306278451
771	0.1305380088
772	0.1304706704
773	0.1303858292
774	0.1303150769
775	0.1302368483
776	0.1301691673
777	0.1300887751
778	0.1300087729
779	0.1299278945
780	0.1298482693
781	0.1297798516
782	0.1296603352
783	0.1296038345
784	0.1295121264
785	0.1294752298
786	0.1294342373
787	0.1293805605
788	0.129307493
789	0.1291876167
790	0.1291002567
791	0.1290019808
792	0.1288084305
793	0.1287709657
794	0.1287042434
795	0.1286496717
796	0.128613339
797	0.1285370368
798	0.1284599962
799	0.1283879437
800	0.1283237081
801	0.128270949
802	0.12816062
803	0.1280724308
804	0.1279846102
805	0.1278804775
806	0.1278036216
807	0.1277074361
808	0.1276456224
809	0.127580911
810	0.1274489477
811	0.1273539948
812	0.1273231625
813	0.1272584714
814	0.1272133426
815	0.1271433711
816	0.1270957551
817	0.1270291161
818	0.1269477532
819	0.1268002357
820	0.12671908
821	0.1266707285
822	0.1266278814
823	0.1265525558
824	0.1264790584
825	0.1264315431
826	0.1263181293
827	0.1262287488
828	0.1261848644
829	0.1260741607
830	0.1259713302
831	0.1258984896
832	0.1258195917
833	0.1257373863
834	0.1256344374
835	0.1255660023
836	0.1254612907
837	0.125396025
838	0.1253529268
839	0.125239459
840	0.1251570587
841	0.1251221524
842	0.124993316
843	0.124923796
844	0.1248084782
845	0.124745637
846	0.1246917772
847	0.1246291621
848	0.1244807536
849	0.1244398497
850	0.1243787838
851	0.1242984849
852	0.1242258342
853	0.1241361294
854	0.1240846912
855	0.1240091503
856	0.1238634726
857	0.1237577952
858	0.1236830077
859	0.1235998678
860	0.1235133631
861	0.1233999028
862	0.123291569
863	0.1231742264
864	0.1231085063
865	0.1230430159
866	0.1230016211
867	0.1228714477
868	0.122809307
869	0.1227881426
870	0.1227312851
871	0.1226056642
872	0.122490222
873	0.1223465576
874	0.1222907412
875	0.1222362614
876	0.1221656624
877	0.1220405476
878	0.1219063421
879	0.121844697
880	0.1217825716
881	0.1217104608
882	0.1216633328
883	0.121592794
884	0.1214923941
885	0.1214155863
886	0.1213323653
887	0.121273296
888	0.1212347919
889	0.1211882486
890	0.1210479058
891	0.1209839347
892	0.1208755741
893	0.1207761449
894	0.1207315974
895	0.1206244603
896	0.1205787558
897	0.12046564
898	0.1204178809
899	0.1203745452
900	0.1202833252
901	0.1202262273
902	0.1201913514
903	0.1201410255
904	0.1200250036
905	0.1199335024
906	0.1198161075
907	0.1197695087
908	0.1197038476
909	0.1196119329
910	0.1195581441
911	0.1194657594
912	0.1193509394
913	0.1192777918
914	0.1192283473
915	0.1191672392
916	0.1191163336
917	0.1189538249
918	0.1188100717
919	0.118760097
920	0.1186654042
921	0.1186187755
922	0.1185701603
923	0.118483741
924	0.1184144505
925	0.1183787164
926	0.1182391981
927	0.1181863332
928	0.118117012
929	0.1180076959
930	0.1179248104
931	0.1178347599
932	0.1177780957
933	0.1176649458
934	0.117638019
935	0.1175534731
936	0.1174939541
937	0.1174605667
938	0.117326791
939	0.1172799529
940	0.1172236256
941	0.1171671081
942	0.1171142434
943	0.1170298013
944	0.116961596
945	0.1169173917
946	0.1168434926
947	0.1167949241
948	0.1167231583
949	0.1166895969
950	0.1165813798
951	0.1165458538
952	0.1164983758
953	0.1163935016
954	0.1163440521
955	0.1162854799
956	0.1162329545
957	0.1161299592
958	0.1160907975
959	0.1160010431
960	0.1159432426
961	0.1159116787
962	0.1158059662
963	0.1157344195
964	0.1156768947
965	0.1155905682
966	0.1155245876
967	0.1154555296
968	0.1153707205
969	0.1153151461
970	0.1152210215
971	0.1151559014
972	0.1150816957
973	0.1150089311
974	0.1148976865
975	0.1148633027
976	0.1148149042
977	0.1147559997
978	0.1147132168
979	0.1146405661
980	0.1145843321
981	0.1145228466
982	0.1143594403
983	0.1143324076
984	0.1142398946
985	0.1142010403
986	0.1141519313
987	0.1140291927
988	0.1139633178
989	0.1137747857
990	0.1137293897
991	0.1136380217
992	0.1135881702
993	0.1134758975
994	0.1133898557
995	0.113135659
996	0.113093693
997	0.1130312851
998	0.1129809026
999	0.1128909719
